A,B,C,D,F
29,19,0,8,2
45,47,2,11,1
20,36,1,1,5
46,25,0,1,2
20,11,0,10,1
65,25,0,12,0
66,35,3,7,2
11,40,2,10,5
9,8,3,3,5
33,18,0,7,0
15,69,0,11,4
23,48,0,7,1
44,69,1,12,2
66,22,0,10,3
4,17,2,11,5
32,43,3,6,3
70,30,3,12,0
52,8,3,3,3
24,61,1,4,1
21,20,0,3,0
48,53,3,1,2
1,54,0,10,2
24,47,0,9,5
63,38,2,5,4
18,66,0,0,2
52,30,3,5,4
58,36,3,3,0
52,38,2,0,2
28,40,3,7,2
39,55,2,4,3
1,43,1,5,2
49,16,3,10,3
42,65,3,4,1
64,68,2,4,5
53,63,3,7,4
18,7,0,5,2
31,39,1,12,1
34,5,1,1,4
38,49,1,4,3
50,30,3,10,4
49,63,2,1,0
28,62,3,2,1
0,68,3,8,5
59,47,1,11,0
44,4,1,8,2
6,37,1,12,3
33,4,2,12,1
49,10,0,9,3
15,57,2,5,1
9,67,0,4,2
68,34,2,4,1
68,44,2,10,0
5,61,1,6,2
39,24,1,4,3
62,63,3,5,0
9,48,1,12,2
12,49,1,9,4
70,57,3,11,1
18,69,0,9,0
40,12,3,10,5
38,41,2,7,3
66,16,2,2,5
37,7,2,10,0
19,4,0,6,1
17,39,0,5,1
53,63,2,10,4
67,60,0,8,2
13,42,1,2,4
9,28,1,11,5
67,7,3,7,1
14,43,1,6,4
13,22,3,0,5
1,9,3,6,2
10,27,3,9,3
19,20,3,5,0
53,8,2,11,0
41,29,1,1,0
64,29,0,12,2
64,13,0,9,2
61,70,3,9,0
27,70,2,10,3
44,38,0,8,4
19,34,0,0,2
1,13,0,12,2
17,65,0,4,1
45,19,1,7,0
17,31,1,2,3
43,66,0,10,2
38,20,2,11,1
66,19,2,11,3
59,56,2,2,0
63,17,1,2,4
62,14,1,12,1
55,21,2,7,1
19,31,3,0,4
0,16,2,8,2
42,69,2,6,2
68,35,3,3,4
64,29,0,9,5
17,45,3,12,3
48,51,1,4,2
7,30,0,3,4
67,36,3,7,4
26,53,2,9,1
37,53,1,0,0
29,58,2,8,3
41,32,3,1,1
67,45,2,3,4
36,35,1,9,3
50,61,1,12,2
27,51,0,3,5
33,16,1,9,0
31,14,3,5,5
41,16,0,6,5
57,15,3,10,3
39,34,2,1,0
31,64,3,3,4
37,34,0,11,5
24,70,0,4,4
50,9,0,5,4
44,22,2,10,1
50,31,3,4,4
7,39,2,5,4
19,45,3,1,4
51,41,0,12,2
28,54,0,9,1
24,29,2,5,3
62,52,1,5,5
29,57,3,6,0
45,1,0,3,0
69,14,2,10,4
17,52,1,8,1
2,9,3,3,5
46,31,3,9,4
52,55,0,4,1
68,66,3,9,1
68,20,0,0,4
67,41,2,11,0
42,30,3,4,1
51,30,2,9,4
41,67,2,9,4
57,36,3,6,1
31,15,0,9,5
52,17,0,5,1
3,43,0,12,2
9,51,1,12,0
42,53,3,5,4
10,21,2,9,1
12,19,2,3,4
51,40,1,0,1
62,56,0,5,5
55,18,0,2,2
62,40,3,1,2
55,66,2,1,0
64,10,0,1,0
41,33,3,2,4
56,60,0,7,5
56,50,3,7,0
1,22,0,8,1
39,11,1,11,1
58,14,2,8,4
67,42,0,9,5
57,28,3,1,5
35,23,1,9,5
15,52,2,5,1
62,33,3,6,4
12,54,2,10,1
54,50,0,9,2
30,64,2,6,0
21,27,0,1,3
12,52,0,10,2
3,34,1,8,1
43,15,3,1,3
41,52,0,3,5
9,69,3,12,1
23,70,1,10,5
46,64,0,12,5
48,32,0,10,1
16,61,0,4,5
52,55,2,2,5
46,58,3,12,4
53,2,1,8,2
26,18,1,8,2
44,12,1,7,2
46,55,1,2,2
1,55,0,11,2
47,31,3,8,0
0,55,2,10,3
51,30,3,5,1
34,24,1,4,2
45,30,3,4,3
51,48,1,8,1
54,69,2,9,2
28,3,0,11,3
53,24,3,10,5
43,20,0,9,2
28,27,1,6,1
8,1,0,11,2
68,22,0,12,1
39,65,3,5,5
38,6,2,7,4
56,2,1,12,5
57,13,3,2,1
61,55,2,12,4
31,68,3,8,2
23,25,2,3,2
23,9,0,0,1
35,70,0,1,5
46,42,3,8,2
26,7,3,6,5
20,22,1,7,5
9,10,0,6,4
60,21,3,4,3
64,5,1,1,1
17,50,2,1,3
0,13,1,6,0
12,40,1,4,0
56,3,2,6,3
69,27,3,7,2
61,37,3,1,0
20,7,2,11,0
2,46,2,6,0
58,26,2,0,1
59,40,3,6,4
40,50,1,3,2
11,65,1,11,1
70,23,2,8,2
34,2,2,11,0
68,32,2,0,2
62,37,2,5,5
47,55,3,8,4
56,69,2,6,0
55,48,3,2,0
54,59,3,7,5
30,14,1,0,0
61,59,3,7,3
17,40,2,7,3
17,13,2,1,2
1,45,0,6,1
2,32,0,0,5
60,18,1,5,3
23,48,1,10,3
57,13,1,4,2
13,64,1,0,1
43,26,2,7,2
70,6,1,11,5
32,49,2,7,2
12,66,2,9,5
15,65,3,1,3
13,56,2,2,1
33,3,3,2,3
21,60,1,10,2
52,0,0,7,4
7,8,1,0,4
11,39,1,7,0
18,61,0,1,0
9,52,3,2,2
26,7,3,1,3
57,43,2,1,5
58,11,1,6,1
63,19,3,0,4
54,29,0,11,3
51,8,3,5,0
45,68,0,3,3
47,2,2,1,5
3,50,1,11,1
2,20,3,0,3
55,2,3,1,1
34,41,2,12,1
44,59,0,1,5
5,61,2,7,1
8,49,3,0,5
33,58,0,1,5
27,36,3,11,2
8,56,2,10,3
5,42,0,7,0
61,45,2,8,1
23,50,3,3,5
52,2,2,3,1
44,66,2,5,1
68,31,3,7,4
23,34,1,5,2
58,30,1,7,0
12,69,1,2,1
45,3,1,11,0
68,11,1,1,4
10,1,1,8,1
12,14,0,0,3
15,62,0,10,3
28,9,3,10,3
37,25,1,3,5
15,15,0,1,5
63,46,2,4,3
67,38,0,3,3
15,48,1,4,5
52,22,3,8,3
55,48,2,3,1
56,16,1,0,2
58,49,2,5,5
44,50,1,6,2
63,61,1,2,4
57,20,1,6,3
57,69,0,2,1
46,20,3,3,3
55,57,0,2,1
62,26,3,11,4
36,6,1,9,1
17,22,0,9,3
20,22,3,8,0
46,68,0,2,0
36,5,2,8,4
66,60,2,2,2
6,17,3,11,2
25,57,1,7,1
68,43,0,12,3
49,56,1,5,5
60,61,0,4,5
46,0,1,2,4
48,11,1,7,2
41,10,2,0,1
54,11,3,7,4
12,68,1,6,3
53,56,1,8,5
7,58,2,8,3
43,28,3,1,4
67,58,2,6,5
12,38,3,1,1
11,51,3,4,5
52,56,3,6,0
45,46,0,11,4
40,17,0,10,5
24,40,1,8,2
66,33,2,12,1
41,41,1,9,4
47,53,2,2,2
51,16,3,3,1
4,32,1,8,3
44,63,1,4,2
47,25,2,4,3
33,20,1,11,4
21,14,2,2,2
16,35,2,9,5
8,63,1,2,3
24,53,1,4,0
57,15,2,12,0
35,42,3,0,2
20,14,2,4,2
59,37,2,0,2
41,41,2,12,5
44,8,0,0,0
62,63,3,11,1
13,24,3,8,0
40,40,3,4,5
17,46,3,4,2
1,37,1,2,4
46,21,3,2,1
14,56,0,12,4
56,23,3,6,2
60,18,3,1,5
2,13,1,6,5
14,54,2,12,5
31,62,2,6,2
1,36,0,12,3
38,48,0,9,3
67,45,1,8,5
63,32,2,10,2
15,44,2,2,4
26,23,2,5,5
65,18,3,6,4
11,30,2,12,0
27,47,2,8,4
66,38,1,1,4
18,30,0,5,1
67,44,0,5,4
41,63,1,8,0
46,38,3,11,4
58,15,2,6,1
5,12,2,1,0
43,65,1,12,4
19,43,1,9,3
46,68,0,8,4
64,9,3,4,3
59,11,2,11,0
42,6,1,0,0
13,44,3,8,4
31,11,2,12,5
14,65,1,7,2
5,33,2,3,0
46,69,0,2,5
55,24,1,10,3
54,22,2,3,2
65,3,0,5,5
38,67,0,6,2
63,31,2,4,3
22,36,0,0,1
6,55,1,10,4
67,46,1,6,2
47,37,2,2,0
31,18,2,5,5
41,55,1,6,4
60,58,2,11,2
37,51,3,11,1
30,36,2,1,4
17,51,0,12,3
28,24,0,12,1
39,6,1,9,4
40,68,1,12,5
64,2,3,11,1
3,62,3,5,5
33,22,3,4,2
50,70,3,6,3
7,43,1,0,3
12,21,0,5,0
70,48,1,4,3
40,52,1,2,1
39,68,2,0,5
24,70,0,5,1
19,36,0,2,4
25,2,3,10,4
8,22,0,9,0
2,41,0,0,3
21,7,3,10,4
7,31,2,6,0
4,57,2,0,1
32,35,2,11,3
66,32,1,11,4
61,20,3,11,5
63,61,0,11,3
66,57,1,8,5
58,14,1,2,5
45,13,3,10,1
7,35,2,1,3
31,12,0,3,4
46,62,2,8,4
59,56,2,7,0
8,48,0,10,4
44,67,0,6,4
44,4,3,9,4
37,23,1,9,5
63,68,3,9,2
55,28,2,1,1
61,55,3,7,1
29,3,1,9,0
5,44,0,3,0
7,33,3,4,1
7,37,2,1,5
20,34,1,9,3
47,10,2,3,5
56,55,0,10,5
65,52,2,10,3
53,70,0,3,4
2,33,2,3,5
13,34,3,12,4
52,41,2,2,5
40,31,2,2,4
34,9,1,4,1
19,39,3,0,0
11,65,0,4,1
69,14,1,9,2
47,23,2,10,5
55,20,1,12,5
17,63,3,0,5
17,25,2,10,2
54,61,2,7,4
59,58,1,8,3
20,33,3,8,0
67,21,1,10,4
27,61,1,5,5
68,20,1,0,1
4,10,2,6,0
1,61,2,0,5
30,14,3,11,1
25,30,2,6,3
56,5,3,0,2
68,16,1,3,1
60,60,0,4,1
51,22,2,12,4
56,67,1,0,1
70,27,1,10,1
54,39,0,7,0
13,39,2,2,3
13,51,2,5,1
53,66,0,0,2
54,66,0,5,0
10,25,2,9,2
37,25,2,6,0
17,39,0,9,1
68,59,1,5,5
22,49,2,12,3
16,70,2,6,3
58,18,0,0,3
24,53,2,10,5
4,49,3,4,2
50,29,2,7,0
1,49,0,3,2
64,37,3,12,3
29,23,3,6,3
48,32,2,3,5
7,42,0,7,0
10,56,1,3,2
46,41,1,8,1
4,35,3,3,0
67,4,2,5,2
36,11,2,7,0
5,60,1,5,3
15,50,1,4,3
3,9,2,12,0
64,12,2,11,2
39,2,1,10,2
47,30,1,5,3
66,43,2,10,2
68,23,0,2,0
22,26,3,1,0
24,26,3,5,0
1,42,1,9,3
67,61,2,7,4
59,70,1,8,5
15,12,1,3,2
68,48,3,4,2
59,3,1,5,2
64,50,3,5,5
8,40,3,0,1
55,35,3,3,0
61,5,1,5,1
24,66,1,2,4
70,41,0,0,1
51,14,3,4,2
12,36,3,8,3
68,38,3,6,1
43,61,0,10,5
60,57,1,0,3
38,37,3,6,4
10,63,3,12,0
7,58,3,0,5
64,35,3,2,5
30,17,3,8,5
39,41,1,12,0
66,53,1,4,3
5,29,3,8,1
18,33,3,7,5
26,68,3,11,5
40,27,3,9,3
21,48,0,2,5
64,20,2,7,2
15,1,3,7,0
11,61,2,0,5
59,14,1,11,0
38,34,1,9,0
17,6,1,0,1
9,45,0,6,5
19,55,2,11,3
40,69,2,12,3
50,49,3,2,5
22,3,3,4,2
35,52,0,9,3
69,6,2,10,3
26,64,3,2,0
54,38,1,6,3
64,14,2,2,3
37,69,0,11,2
8,13,1,12,0
19,19,1,5,0
30,58,2,8,2
12,42,1,12,5
36,61,0,12,2
67,65,1,7,2
7,36,1,9,0
23,50,1,0,4
36,28,2,3,3
1,7,1,9,3
38,22,3,0,2
36,18,1,9,4
25,26,0,11,3
23,40,0,9,2
13,53,3,11,1
50,17,3,12,2
59,33,0,2,3
12,34,3,3,2
57,44,1,8,3
3,15,1,8,3
40,42,2,6,5
10,44,0,0,5
8,48,2,8,2
63,68,2,6,0
52,53,0,6,5
63,28,0,6,3
67,21,0,4,4
67,36,2,0,4
1,29,1,6,3
65,61,2,12,0
48,64,3,6,0
19,23,1,11,3
16,42,3,9,4
64,19,3,1,5
0,28,0,10,1
54,66,0,1,5
12,36,2,1,4
16,2,2,8,0
44,23,2,9,1
32,68,3,10,1
36,31,1,7,2
11,59,1,3,0
43,56,2,2,1
66,53,3,10,4
27,57,1,9,3
16,20,3,6,4
40,21,1,3,1
45,8,1,12,5
51,70,1,12,3
5,49,1,0,2
27,34,2,8,0
63,31,1,4,5
15,16,2,2,0
6,68,3,5,2
31,25,3,3,3
20,13,0,11,0
36,8,3,4,1
63,41,1,6,2
64,19,0,2,0
8,53,1,0,2
66,34,1,2,3
60,6,1,10,0
46,20,1,9,5
45,17,2,3,3
15,31,1,3,1
1,12,3,9,1
61,18,1,12,4
70,62,3,7,5
4,70,2,6,4
8,34,1,9,1
29,47,2,8,4
55,38,0,6,1
54,68,1,6,1
8,61,1,10,2
24,59,2,12,5
31,54,0,9,2
65,21,0,10,3
41,34,2,4,2
49,1,1,3,1
8,42,3,4,2
32,33,1,5,5
69,39,0,10,0
6,30,1,6,0
36,36,0,12,0
68,8,2,8,2
38,49,3,0,5
0,23,0,1,0
53,10,1,12,3
27,12,1,10,3
20,33,3,7,2
12,62,3,10,5
16,4,2,5,0
38,33,1,5,3
58,54,3,10,2
60,62,2,5,2
47,18,0,11,1
69,6,3,9,4
52,44,0,5,0
62,49,3,7,3
45,68,0,11,4
10,43,1,3,2
6,29,3,2,2
5,10,1,0,4
30,7,0,10,2
39,46,2,4,4
50,55,2,8,2
49,1,0,7,0
18,38,1,9,5
3,0,0,2,4
60,40,3,6,4
5,47,0,11,4
16,30,1,9,1
20,54,2,4,3
3,10,3,5,0
10,49,0,1,0
16,36,1,9,5
25,15,2,9,5
15,0,1,0,0
12,67,0,3,3
32,64,0,7,3
14,54,0,3,3
37,18,1,3,2
11,63,1,6,4
24,63,1,11,3
41,44,2,6,1
1,6,1,3,0
41,9,0,7,0
27,34,2,7,5
64,70,2,0,3
49,56,0,7,1
51,10,1,0,5
23,70,3,4,1
59,41,2,12,1
70,36,2,10,1
61,3,0,12,0
54,60,2,8,4
1,18,1,12,0
42,44,2,2,4
34,41,1,11,5
1,27,3,3,0
65,30,1,10,3
48,38,3,6,1
1,11,2,12,1
16,15,2,4,4
8,35,2,12,5
32,66,1,2,5
51,10,0,8,5
39,12,0,2,1
24,23,1,2,1
33,63,1,7,4
26,19,3,3,1
67,58,3,4,3
10,27,0,7,3
62,40,1,8,2
46,69,1,7,2
18,41,0,6,2
55,44,3,0,5
12,70,2,11,1
26,44,0,2,3
59,54,1,8,4
17,16,0,2,0
40,37,0,7,3
36,28,2,3,1
47,47,2,11,1
24,44,1,4,4
64,49,3,4,2
50,51,2,8,4
27,59,3,11,0
17,56,3,1,3
49,55,2,10,3
30,32,2,0,4
18,22,2,11,1
2,14,2,11,4
5,51,1,5,1
13,50,3,5,4
9,69,1,3,2
47,8,3,8,5
30,41,0,1,2
22,34,1,3,0
60,30,2,3,3
63,49,1,5,0
32,21,0,4,0
21,37,1,3,0
49,61,0,8,3
60,68,2,10,5
61,6,0,12,0
24,61,1,0,2
4,48,1,4,5
14,69,1,9,4
70,38,1,12,4
1,1,3,0,3
18,2,3,12,4
25,14,2,5,3
27,66,1,12,4
47,29,3,10,4
60,35,1,2,4
2,43,2,4,2
55,19,3,10,4
19,18,3,11,1
64,37,2,8,2
56,16,0,6,3
11,41,0,3,1
21,41,2,5,0
52,25,0,2,2
17,0,3,8,1
44,48,1,1,2
14,63,0,2,4
53,36,0,7,5
0,51,1,9,0
24,33,3,8,3
37,22,0,6,3
32,25,2,11,1
24,67,2,5,0
14,9,3,12,4
69,39,1,9,5
30,57,2,0,4
19,25,3,6,4
45,21,0,9,5
36,5,1,12,3
46,18,1,7,3
42,38,3,2,2
51,36,2,6,1
0,34,3,12,3
5,58,3,1,2
43,39,0,12,4
61,3,0,9,1
8,53,2,12,2
19,33,3,2,4
29,62,1,1,1
54,58,3,11,3
22,39,2,4,3
26,0,2,0,2
67,4,3,8,4
66,39,1,8,3
4,11,0,5,1
46,43,0,5,2
58,3,1,5,2
3,29,0,12,4
20,2,0,8,1
29,62,0,9,0
47,21,1,5,4
47,64,0,4,4
43,24,3,5,1
21,37,0,2,0
57,9,0,11,4
46,6,2,7,5
50,53,2,9,4
19,7,1,3,2
19,1,0,8,2
27,58,1,5,2
63,3,1,11,1
4,33,1,7,5
23,45,0,11,3
26,43,1,12,4
25,65,0,4,4
5,37,1,4,1
32,1,0,6,0
39,32,3,8,0
60,24,3,11,3
49,3,3,3,5
63,42,2,10,0
24,62,3,9,2
55,19,2,4,1
14,45,1,4,3
62,5,0,1,2
15,68,0,1,1
60,25,3,3,0
12,42,3,7,0
66,55,1,2,1
62,36,1,7,0
20,37,2,0,5
29,7,1,4,2
52,65,3,4,5
21,10,2,11,3
5,10,3,8,0
67,68,1,3,4
54,35,3,2,1
24,42,3,6,3
34,57,0,8,1
70,56,0,0,3
66,63,1,8,0
33,29,3,10,3
49,29,2,12,3
28,1,2,8,4
9,9,1,6,0
15,14,0,8,3
56,32,1,1,5
30,49,2,4,4
53,23,3,1,4
49,55,0,9,3
21,29,0,10,3
5,17,0,8,5
18,42,3,7,4
34,28,3,8,5
53,70,0,1,0
10,21,0,6,5
2,58,3,6,1
59,0,3,12,0
4,32,0,4,4
5,19,0,11,3
7,14,1,0,1
40,24,0,2,2
68,65,1,2,1
58,19,1,2,2
40,56,1,11,5
69,39,1,7,3
57,29,0,9,1
55,51,0,9,2
16,23,2,5,1
17,49,2,7,5
58,47,3,8,3
27,64,1,6,2
64,16,3,8,1
7,1,1,9,2
65,47,2,4,3
12,30,1,2,0
16,46,0,11,5
42,64,2,11,5
27,54,0,1,2
30,52,3,1,4
6,60,0,7,3
35,1,0,0,0
3,52,2,6,2
45,11,1,3,5
44,33,0,6,0
41,2,0,6,1
61,67,1,2,1
48,52,3,12,4
45,61,3,1,3
33,28,0,12,3
68,35,0,1,1
27,37,0,11,0
63,22,2,2,4
66,21,2,11,4
62,5,1,5,1
40,45,2,6,5
64,5,1,8,4
9,1,1,3,4
50,37,3,6,2
67,45,2,2,0
62,63,0,9,0
39,4,2,4,3
63,7,2,7,2
9,7,3,6,2
42,13,1,7,3
23,20,3,11,0
51,31,0,10,5
56,12,1,8,1
13,56,1,8,1
14,50,2,0,2
64,24,0,1,2
34,56,0,9,2
51,46,2,7,5
59,13,3,3,3
39,59,3,11,2
51,36,0,2,4
30,19,1,1,5
15,12,2,12,0
64,49,1,12,3
2,35,3,8,4
29,56,1,1,1
34,40,3,9,3
7,11,1,4,0
10,25,2,6,1
38,52,2,4,3
39,2,0,2,5
64,52,3,0,0
13,54,1,11,0
19,30,2,2,1
41,36,0,5,0
59,54,3,9,5
17,27,0,5,0
37,67,1,2,0
59,2,1,12,5
43,47,0,8,1
34,55,3,1,0
35,63,3,3,0
46,50,3,6,1
42,51,2,0,1
67,50,2,2,2
54,40,1,12,4
43,49,3,7,2
50,53,2,12,1
8,18,0,11,3
64,15,3,1,5
65,37,1,10,5
28,31,1,7,3
63,35,1,7,0
61,31,3,9,4
61,6,0,10,5
59,48,0,3,1
3,35,0,8,2
49,54,0,1,0
1,48,2,10,4
68,66,2,5,5
49,10,3,2,0
64,14,3,6,2
47,11,2,7,3
70,39,1,11,5
41,12,1,10,1
69,13,2,12,1
62,10,3,7,1
51,2,0,8,4
44,13,1,1,0
41,21,1,6,2
62,70,1,6,1
26,63,0,12,0
55,7,3,3,4
17,45,1,12,3
21,4,1,4,0
17,16,3,10,3
29,6,0,11,1
69,41,2,5,3
44,65,3,5,5
62,40,3,4,4
43,11,3,5,0
12,8,2,0,5
9,35,1,3,0
55,64,1,5,1
37,18,2,8,4
31,33,2,4,5
60,68,2,4,2
5,25,0,11,4
70,16,0,2,5
18,1,2,9,3
54,18,1,3,3
49,34,1,4,1
56,13,3,1,5
24,29,3,2,0
25,2,3,7,4
41,37,2,11,1
2,24,0,0,1
28,48,0,4,2
41,53,1,11,4
0,61,1,10,3
28,4,3,12,2
55,60,3,11,0
3,6,0,10,2
67,11,2,9,3
47,57,0,7,2
4,28,2,1,3
14,39,3,0,4
61,44,2,5,0
67,6,1,7,1
67,42,3,10,0
23,67,3,11,4
58,55,0,9,3
63,16,0,1,2
16,39,3,0,0
13,36,1,6,2
20,53,2,1,0
20,56,0,11,5
24,57,1,11,0
15,50,1,7,0
41,60,1,11,3
27,66,2,2,5
67,66,0,6,3
44,18,0,1,5
5,28,0,4,2
48,22,0,9,2
8,22,0,1,1
6,54,2,9,4
26,33,1,1,2
39,69,3,3,0
54,41,0,8,2
44,55,3,10,4
62,66,0,4,1
51,67,3,3,3
68,24,1,8,0
34,23,1,0,3
16,47,3,5,3
16,70,2,0,3
64,17,0,3,3
62,50,2,12,0
46,19,1,12,5
16,45,1,11,1
31,11,2,8,0
44,28,0,8,0
61,27,2,8,5
8,6,0,0,5
68,38,3,0,5
27,59,0,3,5
62,62,3,7,2
42,39,3,12,5
19,8,1,7,2
40,16,1,8,1
10,61,2,5,2
10,5,2,11,5
26,49,3,6,0
24,20,0,12,4
32,62,0,6,2
67,47,0,7,2
63,12,0,6,0
22,2,1,7,0
7,16,2,6,5
4,33,1,5,3
41,28,1,7,1
25,58,0,9,3
4,29,3,2,2
35,40,2,11,3
46,12,2,1,0
59,12,3,11,1
57,25,3,7,5
38,47,3,3,2
24,42,1,1,2
29,53,2,2,1
55,48,2,6,5
7,54,0,11,2
68,66,0,2,4
17,60,3,12,4
69,24,2,10,5
51,38,0,2,5
40,67,1,5,0
64,7,3,10,1
16,65,2,5,1
60,70,2,6,1
24,4,3,4,5
34,47,0,10,4
60,70,3,12,0
14,65,3,7,1
30,64,3,0,0
20,42,2,2,2
56,14,0,5,2
24,25,0,2,1
56,61,3,7,2
59,39,1,2,3
27,28,0,11,4
48,1,1,0,1
30,1,2,1,4
55,34,3,1,2
35,27,2,2,5
12,29,0,2,5
10,0,0,12,4
57,46,0,5,0
29,63,2,5,1
14,46,1,7,3
5,10,2,1,4
48,10,2,2,1
31,14,2,6,3
57,53,1,1,5
41,36,1,8,5
31,9,3,5,1
2,7,3,9,0
42,62,2,4,0
10,40,2,11,1
24,53,0,10,4
33,3,1,2,4
32,66,1,6,3
0,57,1,0,1
40,3,3,9,0
29,30,0,12,3
66,14,3,0,4
68,40,1,9,1
56,50,2,1,0
63,33,0,5,0
58,16,1,12,4
7,8,0,11,3
24,15,0,0,3
31,53,2,1,4
38,68,2,12,1
66,3,2,6,0
57,22,0,0,1
40,9,1,6,2
32,1,1,10,3
22,35,2,5,4
15,51,1,8,2
30,19,2,7,1
4,46,2,7,0
28,2,2,11,0
58,22,1,0,3
48,66,3,12,0
12,29,2,5,3
49,1,3,5,4
56,29,2,7,5
13,23,3,12,0
69,42,1,6,2
12,66,3,0,4
65,49,0,0,0
34,53,0,0,3
36,69,2,7,3
24,50,2,4,3
67,42,2,12,1
2,47,1,5,1
50,37,2,8,3
28,55,3,9,4
67,57,0,6,1
19,54,0,10,4
52,40,3,0,4
69,19,1,5,0
54,26,2,10,3
36,66,0,8,0
18,24,0,10,0
53,41,1,2,3
68,55,2,12,4
32,67,1,2,1
70,16,3,2,1
3,70,2,0,4
21,36,2,3,2
45,37,1,1,5
31,12,3,12,5
35,64,2,10,0
18,13,1,5,4
66,28,0,3,5
70,50,0,8,4
43,0,2,6,0
30,58,0,5,4
56,3,2,3,1
14,4,3,5,0
33,53,1,4,4
67,54,1,11,2
68,33,0,12,3
68,18,1,12,3
69,34,2,0,1
30,31,1,12,1
61,43,0,1,1
17,15,1,2,4
67,32,2,11,5
62,70,2,0,5
19,52,0,7,4
15,25,0,11,1
57,68,2,11,2
62,59,2,1,1
15,41,0,0,2
52,43,3,1,1
27,31,1,1,0
3,42,0,6,3
69,14,1,10,1
29,61,1,2,3
44,18,2,12,4
68,42,0,1,1
38,35,1,5,5
6,45,1,6,5
26,23,2,11,3
52,33,2,7,1
33,35,3,3,4
31,56,2,10,3
36,35,0,10,1
32,58,1,10,0
0,55,0,2,2
16,22,1,12,3
16,22,2,11,1
34,64,3,9,5
26,10,1,4,0
33,33,1,9,3
20,19,0,1,3
52,2,0,6,0
33,28,3,9,0
67,1,3,9,3
1,70,3,4,3
6,14,3,12,0
4,38,0,3,2
54,11,1,1,3
32,18,2,5,2
61,30,2,4,0
40,36,3,11,3
48,61,1,5,3
0,2,1,10,3
17,41,2,12,2
57,41,2,9,3
4,23,0,2,0
7,47,0,12,1
34,52,2,12,1
33,54,3,6,5
33,39,1,12,3
12,32,0,11,4
59,53,1,9,0
16,64,3,6,5
16,16,1,0,3
52,6,1,4,1
61,50,1,2,4
11,4,1,12,1
61,7,0,2,1
10,53,2,12,0
0,55,0,4,2
50,48,1,9,4
45,47,1,0,3
57,59,3,6,1
36,42,1,0,4
68,27,1,11,2
20,23,3,2,4
7,53,0,4,2
16,9,2,3,4
58,4,1,8,3
31,31,1,4,0
50,17,1,8,3
32,22,2,0,2
12,65,1,11,4
58,27,1,10,3
4,14,3,10,5
50,41,0,3,5
63,36,3,2,0
33,42,2,5,1
41,62,1,1,3
47,48,1,11,5
57,67,0,2,2
65,2,0,10,5
8,40,0,1,3
52,43,0,0,1
47,1,1,0,5
23,31,1,5,3
51,12,2,0,2
49,41,1,1,4
21,70,0,0,3
54,21,2,12,2
24,3,0,6,0
17,33,0,11,3
64,3,1,1,4
39,31,1,3,1
5,42,3,9,2
49,50,3,3,2
0,32,2,6,2
51,38,0,12,4
49,24,1,1,4
10,55,1,8,3
46,56,1,10,3
41,41,2,6,3
12,29,1,11,5
5,49,1,8,0
62,64,3,12,2
14,56,2,12,1
25,31,2,4,0
13,47,3,5,0
35,10,0,0,0
66,59,1,12,3
2,46,3,9,3
59,17,1,8,3
70,63,0,0,1
60,4,1,9,3
46,50,0,8,0
34,69,0,11,3
24,37,2,5,5
8,23,0,9,2
58,10,2,3,5
44,3,2,4,1
44,56,2,11,1
49,9,0,4,5
68,18,1,8,0
23,56,1,3,0
10,24,1,9,0
11,31,1,0,2
50,64,1,2,4
44,57,2,12,0
16,13,0,11,4
60,34,2,7,0
47,39,0,11,1
11,52,0,12,1
12,57,1,0,0
69,48,2,4,5
69,29,3,2,4
43,31,3,3,4
68,15,1,9,5
18,27,0,3,4
69,7,1,2,5
60,69,2,3,0
22,20,2,3,0
60,8,2,7,4
35,53,3,4,5
63,28,3,4,4
17,5,3,2,0
14,53,1,2,2
23,3,1,6,3
9,15,2,8,1
20,56,0,9,4
19,25,2,11,4
61,57,3,3,5
27,26,1,4,4
47,43,1,0,2
41,58,2,9,1
43,42,1,1,5
70,41,1,10,1
55,39,0,1,2
9,57,3,9,1
0,38,0,8,0
49,44,1,4,1
12,7,2,11,2
32,42,3,10,0
50,19,1,9,4
60,53,3,0,5
26,2,0,11,3
65,58,3,11,0
64,12,2,4,0
20,55,0,4,5
9,32,1,7,3
14,51,0,4,2
18,19,1,2,1
9,27,0,3,3
16,38,0,11,0
10,38,1,10,0
3,56,3,3,1
23,62,2,11,0
68,7,1,0,5
25,46,3,7,2
8,11,0,1,4
26,62,3,2,4
52,39,0,3,3
39,35,1,6,2
39,12,3,6,0
54,10,1,7,1
22,27,0,4,5
70,62,2,8,2
52,43,2,10,4
58,5,2,4,3
34,33,1,8,3
20,12,1,9,4
59,1,2,11,3
6,4,3,8,5
9,49,2,2,2
10,6,0,4,2
48,25,3,10,1
29,43,3,12,4
22,30,3,6,3
34,44,1,2,5
14,41,2,4,0
23,3,3,4,1
32,61,0,1,0
52,44,2,10,5
13,30,3,7,1
39,48,3,4,2
57,15,1,10,4
20,4,0,11,5
24,13,1,4,1
61,1,3,9,0
23,0,3,8,3
42,39,2,1,5
20,7,3,0,0
7,16,0,9,1
61,15,3,9,1
56,7,3,1,4
5,35,2,0,2
22,31,3,0,0
2,23,2,6,1
29,47,1,11,3
52,21,0,12,5
29,6,1,8,4
11,4,3,6,3
1,30,2,4,2
6,47,1,2,0
41,1,3,0,0
60,39,1,3,1
