A,B
53,34
70,29
70,41
16,23
50,5
27,62
47,56
63,34
6,48
14,62
21,49
54,35
10,15
2,35
19,33
52,36
45,61
6,43
32,3
14,37
11,6
46,7
52,3
34,59
26,1
47,67
36,62
42,45
65,5
22,65
42,36
25,52
32,56
16,9
36,37
61,45
5,13
40,51
24,61
12,62
47,25
18,19
54,10
18,28
28,40
61,44
35,52
14,26
44,0
62,58
51,5
0,7
6,12
37,13
34,26
46,28
28,62
32,61
34,0
18,64
7,17
26,14
44,58
61,9
7,67
68,69
64,35
15,46
54,15
20,46
2,58
11,41
41,62
9,63
5,47
45,59
25,5
33,42
26,32
12,64
67,70
67,28
43,27
44,16
20,17
34,17
11,25
22,24
48,1
16,69
20,40
37,62
1,70
23,39
46,1
26,8
52,22
4,39
33,20
10,29
10,60
40,32
46,44
0,36
65,2
61,27
22,1
44,19
10,70
35,40
21,65
4,34
27,29
17,41
38,18
0,24
39,18
11,18
25,62
38,30
56,69
19,46
53,33
69,44
25,41
49,20
47,29
9,51
20,44
68,35
68,7
32,33
36,54
7,59
38,18
2,45
18,59
27,37
57,24
20,5
48,44
4,54
25,70
42,56
47,29
65,61
44,16
54,37
64,67
59,38
28,10
39,45
50,3
25,4
11,43
15,38
59,42
39,60
15,17
42,41
54,18
4,21
65,56
59,60
12,54
70,70
22,46
48,14
48,56
34,20
66,42
23,30
11,57
10,27
58,69
0,38
14,5
30,32
8,60
48,2
18,6
8,40
5,65
21,51
0,11
66,7
12,33
17,9
6,53
68,13
52,20
34,26
25,44
0,67
20,41
41,4
24,46
42,36
51,68
17,59
21,61
48,9
0,4
13,54
52,44
28,1
2,24
44,50
64,59
2,42
9,23
22,20
62,58
12,6
57,24
35,70
35,7
37,28
60,35
28,42
32,11
21,12
4,44
12,8
8,19
50,17
58,55
17,4
34,46
58,17
64,65
13,16
8,55
60,18
14,51
19,67
26,1
33,13
41,29
12,61
51,47
2,68
69,70
30,14
29,45
19,23
58,16
48,7
49,26
29,32
58,21
0,60
52,17
32,23
19,33
10,58
2,9
55,24
15,17
7,52
33,16
34,12
39,30
11,33
12,54
1,65
65,50
4,69
25,32
68,52
14,33
21,15
17,17
68,68
14,13
4,11
36,1
43,8
48,12
60,33
56,59
56,22
45,36
36,46
51,34
33,1
36,30
15,29
1,10
3,55
67,49
48,1
12,43
64,51
14,0
52,48
50,64
23,65
63,67
59,1
33,18
61,60
16,62
40,60
68,22
70,42
41,56
44,22
8,70
69,55
38,61
4,30
8,46
53,36
54,16
37,58
5,54
14,46
32,35
38,15
22,14
28,60
47,26
19,66
48,56
2,47
26,45
13,54
1,66
29,1
42,12
15,6
38,64
47,1
9,32
23,56
1,57
14,49
45,41
11,3
59,42
48,40
41,57
33,44
24,36
4,31
23,23
35,67
15,65
69,0
11,24
18,9
47,63
45,35
57,5
48,15
45,34
46,5
66,45
6,60
7,30
46,1
24,12
13,38
39,4
38,69
59,10
61,45
35,65
8,60
19,14
4,37
0,11
32,52
13,40
36,46
31,12
51,48
5,12
52,0
29,20
16,19
32,51
69,35
7,44
57,60
42,40
10,41
3,4
10,44
61,56
37,38
2,34
63,9
37,45
40,8
5,59
67,17
64,10
64,60
13,48
23,45
43,6
52,17
13,53
53,12
54,37
27,60
39,61
5,55
7,61
56,22
11,57
67,11
61,41
19,66
54,65
51,59
3,52
67,62
16,9
48,3
9,66
68,61
25,50
62,62
35,0
67,54
37,35
27,44
61,56
23,29
23,32
45,36
68,54
38,37
24,35
51,25
59,68
23,30
33,20
30,5
26,13
42,19
13,53
70,24
24,22
57,10
70,15
55,0
7,41
47,21
63,38
6,36
30,22
47,11
21,19
16,6
15,24
33,59
52,69
26,13
69,53
17,58
54,61
19,39
11,22
55,20
55,16
60,13
5,4
42,63
18,11
13,53
34,31
55,30
17,57
27,23
25,52
69,68
45,49
64,6
65,47
44,3
32,26
59,49
68,0
36,29
17,65
15,1
35,25
45,38
32,49
42,14
48,46
49,17
51,23
16,5
9,15
51,26
59,44
31,6
62,9
41,59
61,63
14,8
69,0
43,33
62,12
48,1
41,12
43,70
53,8
15,52
11,51
23,53
8,36
28,58
56,25
63,55
46,42
65,66
16,48
65,34
40,19
9,45
3,5
64,14
51,44
12,66
29,46
58,17
20,24
37,19
59,58
48,57
13,7
35,56
24,29
6,40
37,33
15,42
66,3
27,55
39,58
41,26
58,4
49,48
54,28
15,32
59,65
44,7
66,36
61,27
45,69
63,10
14,70
38,63
2,64
55,2
18,67
45,7
0,64
50,70
48,11
63,30
45,50
44,59
45,69
28,49
48,63
69,43
50,16
55,10
42,51
63,41
69,61
25,35
9,58
60,41
15,19
23,55
51,55
45,36
8,60
56,37
43,32
9,22
66,47
16,4
69,16
10,44
35,40
24,54
49,39
48,0
46,40
18,23
13,41
6,50
65,19
15,18
18,44
28,50
11,54
56,31
16,65
43,49
65,6
19,41
56,43
15,57
21,9
8,31
23,23
67,67
66,12
9,17
60,22
62,66
26,1
37,35
17,31
11,37
40,9
6,36
7,64
31,57
56,57
63,23
39,24
26,22
18,21
59,4
0,26
68,6
66,8
11,60
54,38
52,7
50,8
11,47
24,8
14,50
9,23
3,48
31,29
0,41
67,0
68,45
49,47
42,41
12,24
65,60
66,52
28,61
40,0
66,37
30,12
67,33
0,11
34,47
26,51
33,29
2,22
25,47
12,65
43,29
58,25
3,7
39,10
29,11
4,51
10,34
59,45
70,65
8,10
45,43
33,42
55,2
43,44
58,48
25,59
48,51
34,70
45,42
52,18
30,12
23,54
38,15
16,70
25,53
56,14
50,12
9,8
68,52
29,58
21,23
70,33
34,32
62,56
34,2
48,6
50,66
67,2
54,40
15,43
27,44
25,38
63,11
6,10
60,4
11,60
40,59
51,58
2,50
41,24
48,18
16,55
51,12
67,14
15,57
28,36
23,48
56,66
64,53
51,40
7,70
31,13
28,34
57,45
58,65
14,38
21,23
38,66
3,69
9,18
47,26
60,5
39,22
17,11
17,44
53,12
17,39
49,63
46,55
40,12
19,31
63,23
8,46
6,36
8,40
6,13
52,19
57,57
6,14
64,64
38,10
66,33
55,0
16,10
33,36
38,23
46,44
39,38
34,36
62,10
0,21
61,1
68,40
19,49
33,38
38,36
7,51
59,58
46,58
4,2
6,5
29,16
15,10
0,18
23,66
70,54
33,22
58,6
60,31
25,70
30,57
39,22
54,41
37,70
55,67
55,51
30,61
49,37
55,39
11,64
46,38
43,34
70,53
42,44
19,30
1,50
52,57
65,54
7,40
69,49
42,51
3,19
5,12
18,47
9,45
6,36
68,26
49,34
29,0
64,35
42,10
53,65
44,26
41,64
45,57
42,21
7,66
15,26
39,6
16,66
66,68
51,15
5,58
7,7
69,50
33,61
57,63
17,0
24,65
21,24
9,65
68,9
5,23
59,10
36,67
35,39
26,60
41,43
44,60
60,14
20,47
61,66
33,65
44,64
42,23
19,41
37,5
11,4
28,28
1,4
1,28
24,30
34,51
61,23
63,48
10,49
21,51
25,44
1,69
42,40
62,29
31,11
15,41
36,31
2,26
26,34
31,56
65,26
40,21
37,1
58,27
57,66
8,64
62,63
35,37
11,38
38,11
21,30
44,61
20,62
35,43
65,10
9,52
50,27
43,48
20,54
35,10
8,29
10,47
24,6
8,38
61,62
61,45
20,24
56,37
45,49
47,54
2,67
26,3
23,4
64,58
17,2
43,9
70,28
42,28
64,39
10,60
54,34
58,2
7,13
4,4
45,32
63,23
38,63
2,67
69,10
49,41
7,4
69,15
35,19
32,40
6,59
33,23
6,29
8,42
42,57
40,16
65,0
37,62
13,30
27,31
68,23
10,6
12,36
63,60
51,26
42,10
12,67
6,0
45,43
28,8
33,24
58,70
44,18
59,62
21,68
53,41
20,39
62,51
27,42
50,31
53,28
36,61
70,34
24,46
51,1
23,43
46,28
41,33
49,5
9,65
23,70
22,15
57,33
29,60
29,69
54,41
30,60
20,32
68,32
68,6
68,8
32,68
12,13
51,50
47,9
11,62
58,36
16,60
43,63
35,14
39,46
0,40
59,54
10,1
20,23
51,57
35,18
60,35
57,23
61,55
10,64
63,21
14,42
1,26
0,42
70,8
25,34
60,59
13,1
12,23
50,20
64,49
27,18
25,69
26,56
17,14
27,30
62,68
40,20
42,49
47,59
16,30
3,20
40,20
30,64
42,43
70,0
53,15
0,26
25,59
30,63
19,18
58,35
66,11
60,51
55,57
42,62
22,16
1,64
42,18
44,31
55,14
68,0
25,1
25,54
19,30
0,14
45,64
16,27
61,31
16,22
68,47
28,7
1,52
29,44
50,14
29,26
24,5
55,12
32,56
9,67
58,13
66,51
56,28
17,27
64,55
23,38
5,31
37,10
52,7
44,53
32,48
67,58
57,27
13,22
19,42
16,60
30,50
2,4
61,16
12,55
37,4
50,68
39,13
27,8
56,24
55,50
34,24
8,33
6,28
62,62
59,67
66,2
27,70
20,14
30,16
29,55
18,53
60,61
20,32
26,48
54,10
70,2
29,17
26,45
14,68
14,36
22,35
54,37
41,27
36,27
19,44
13,21
3,44
42,43
57,18
28,43
50,39
5,23
69,40
56,52
68,66
7,25
27,26
29,69
34,0
42,58
60,62
2,24
68,49
11,21
41,13
8,27
30,17
21,53
30,46
68,2
66,47
38,60
23,1
45,19
7,62
53,44
28,47
26,13
27,41
69,54
11,47
20,21
1,51
52,47
52,68
19,36
33,19
52,43
37,29
52,34
24,24
51,36
69,0
54,9
16,22
66,21
68,9
34,44
66,54
9,46
48,53
61,57
30,62
48,20
46,41
35,69
7,70
13,3
58,10
38,24
24,9
54,70
17,4
10,3
57,48
0,40
52,45
65,42
17,44
44,57
42,70
65,32
61,3
70,29
8,52
41,66
12,15
40,13
0,29
58,55
60,65
34,9
27,32
19,13
28,33
6,64
55,10
38,65
62,19
34,11
62,44
38,32
38,6
62,58
25,29
59,10
9,1
21,7
17,1
50,26
10,9
52,13
8,12
61,41
44,29
1,17
11,20
36,50
63,4
20,46
61,38
59,45
37,62
52,36
32,58
38,40
1,63
6,8
19,37
24,5
5,55
60,1
15,37
70,34
29,67
18,10
53,52
48,4
17,37
56,24
8,59
8,70
26,15
58,42
1,21
48,62
29,53
44,13
11,23
22,59
24,62
37,15
70,49
40,35
35,68
52,56
55,56
35,23
67,53
68,58
17,8
13,61
14,17
0,24
48,25
53,66
52,13
50,45
11,70
38,19
4,22
50,65
1,45
61,58
44,60
35,22
37,2
54,17
51,44
65,22
45,17
44,17
44,16
23,31
62,36
14,31
28,35
54,41
45,70
15,36
54,23
32,19
68,62
6,33
18,48
32,41
61,39
4,34
43,16
62,10
8,4
10,17
46,55
32,58
45,62
58,29
26,36
17,22
26,3
17,44
57,15
63,66
4,55
42,26
66,28
1,24
48,9
15,35
5,22
10,45
27,18
20,57
34,70
22,51
44,31
3,52
40,7
68,61
5,30
23,59
46,57
34,62
5,14
55,6
15,57
51,42
70,1
66,25
53,34
64,53
13,59
61,6
55,65
26,13
42,57
8,65
4,68
37,58
43,26
3,53
54,33
49,56
22,26
15,19
31,53
48,5
65,8
32,67
28,60
0,5
62,13
69,14
44,5
45,16
26,53
40,36
59,38
50,44
24,58
62,17
18,51
65,8
65,47
5,35
14,36
59,15
40,40
32,26
69,23
26,44
12,2
40,57
24,17
51,6
4,70
62,2
68,33
49,70
2,68
33,64
43,17
59,5
15,69
25,58
41,51
54,69
11,58
22,33
21,49
41,46
50,29
26,62
53,58
14,50
4,53
64,9
41,11
47,60
39,32
42,35
40,26
22,46
17,49
29,53
7,17
65,3
28,28
10,15
19,25
23,5
46,5
43,42
8,58
37,29
64,70
19,10
4,27
22,53
58,70
15,48
63,47
0,51
25,30
21,61
43,26
5,21
43,40
15,66
46,29
69,19
16,61
19,41
37,25
20,51
17,15
52,53
47,13
16,64
30,63
69,65
30,13
16,2
45,47
1,67
37,70
44,52
52,19
0,42
30,63
35,19
68,56
45,11
42,37
2,19
5,22
21,23
12,30
21,51
36,33
5,55
29,5
46,41
67,18
66,48
59,2
41,56
40,55
68,9
69,40
9,43
58,69
3,24
38,58
60,7
24,40
69,23
63,61
57,28
41,59
41,43
6,43
33,23
56,16
38,18
69,51
36,10
15,68
61,37
3,39
5,13
17,42
37,37
54,70
8,25
48,51
22,42
13,27
34,66
64,64
14,7
30,11
32,51
50,31
19,2
28,47
8,4
19,24
6,13
5,64
64,47
54,21
23,1
28,44
7,23
54,52
13,46
46,69
28,54
22,35
16,65
41,52
23,66
48,0
38,39
48,41
12,50
25,38
24,29
12,8
27,0
17,10
27,51
23,7
26,1
56,42
54,22
12,65
50,52
30,45
11,0
62,22
5,46
15,52
13,17
30,19
38,15
53,1
26,53
46,17
0,65
14,33
14,6
19,39
28,67
44,52
53,19
47,37
39,41
61,34
18,9
17,68
25,4
68,28
5,34
3,6
33,1
8,36
2,22
11,3
16,17
15,7
23,17
34,57
56,51
57,22
28,46
40,2
14,55
18,23
16,7
15,55
59,48
9,21
37,8
46,21
2,31
59,52
59,45
11,30
10,10
31,63
33,64
15,14
66,56
35,33
28,50
5,60
21,22
67,54
8,27
8,65
58,52
40,42
17,52
43,20
32,20
14,10
3,17
68,42
15,22
64,42
48,38
69,4
58,63
58,8
17,56
61,57
65,63
12,52
25,68
68,50
3,41
24,68
22,10
44,62
9,5
22,66
43,8
14,61
21,30
35,6
61,46
6,59
10,58
50,21
51,49
48,57
42,41
20,61
30,27
62,23
33,35
55,7
42,35
69,0
10,51
27,56
37,27
54,2
43,66
2,45
65,58
69,0
25,55
6,65
5,49
19,52
38,9
36,34
21,56
42,68
25,63
58,62
56,62
68,4
50,24
63,30
16,25
7,39
34,26
43,59
19,47
9,42
50,45
31,36
8,40
50,49
2,65
26,17
35,57
64,16
35,60
3,54
31,68
52,42
12,13
19,13
66,21
34,49
5,56
23,50
22,62
7,37
31,29
17,29
63,13
22,68
55,34
30,48
43,45
23,66
64,49
54,10
16,11
59,5
36,15
63,25
19,43
55,44
31,51
47,18
6,38
49,36
28,7
39,40
5,25
62,40
56,33
37,55
35,59
64,23
40,34
48,61
43,6
11,43
34,49
19,1
55,69
53,4
66,67
37,58
38,32
45,55
46,20
39,6
17,36
1,56
68,62
59,37
27,52
24,46
9,12
35,33
31,47
0,9
45,33
28,20
5,14
44,12
70,30
46,31
48,58
12,45
47,28
19,8
22,44
33,10
24,61
36,49
15,39
54,56
3,8
62,2
59,5
44,3
8,66
9,10
53,61
40,41
61,66
8,18
68,32
9,40
24,55
51,68
7,52
11,7
66,0
46,18
18,14
19,30
15,23
53,33
54,44
34,59
1,5
22,13
27,16
60,51
38,66
14,52
53,22
0,0
4,10
48,0
39,62
59,29
26,35
8,65
24,39
16,38
38,18
34,67
68,36
53,20
68,46
34,48
0,29
41,31
22,16
1,67
25,8
63,59
26,31
41,54
10,44
21,39
54,51
2,10
23,59
63,52
47,55
24,58
12,29
21,30
31,62
43,54
21,24
23,56
8,40
70,17
49,66
45,66
12,55
70,10
19,25
16,29
17,27
55,25
61,22
48,14
11,58
35,35
34,22
1,51
45,69
61,61
58,14
8,68
25,64
55,27
32,61
16,46
41,54
5,48
67,48
30,69
39,50
14,44
12,63
6,56
10,45
6,68
59,61
58,60
18,42
30,21
20,41
52,44
57,41
26,25
53,58
14,55
48,62
45,55
17,31
10,40
15,26
44,28
12,58
20,60
45,47
28,41
14,3
6,21
62,28
44,50
3,49
48,51
50,62
13,51
21,48
46,53
8,65
5,38
32,32
1,13
9,69
8,19
23,49
28,16
49,16
33,35
16,28
19,60
21,12
51,60
14,64
32,8
44,12
7,48
33,23
24,54
9,51
46,23
40,4
31,63
16,64
63,50
39,56
27,41
9,15
65,49
60,36
67,67
34,49
2,60
26,30
38,46
59,64
56,65
12,2
64,48
67,30
58,22
23,51
11,40
31,13
1,70
26,31
10,54
17,56
30,16
20,36
29,11
50,11
39,27
67,3
46,51
8,68
16,68
26,21
64,25
45,6
39,28
5,59
13,10
21,3
54,28
42,63
37,34
28,70
3,5
26,31
42,44
3,65
31,11
46,20
33,17
27,14
15,65
54,13
13,62
49,33
60,51
11,2
36,39
25,65
39,32
46,45
37,4
33,4
5,19
4,67
4,45
62,28
32,24
44,14
24,24
68,60
51,41
6,49
8,17
16,49
59,19
14,46
29,5
38,69
12,23
45,53
63,67
25,24
59,11
69,19
9,10
62,25
61,33
26,43
64,53
50,45
55,30
1,33
60,27
30,36
47,5
1,35
33,33
5,6
20,28
13,59
22,69
0,68
51,38
24,52
3,5
67,66
11,40
13,46
11,4
31,11
70,6
60,56
69,15
22,17
6,19
61,29
56,31
22,30
63,9
10,45
47,34
6,21
0,37
32,10
34,16
55,42
39,20
17,32
52,50
3,52
25,15
19,17
12,13
18,30
19,50
47,13
43,49
8,48
46,28
8,37
48,54
5,9
51,8
34,60
40,27
30,64
1,15
25,11
30,30
4,18
48,4
63,63
46,24
18,11
27,54
31,34
64,18
4,20
62,7
37,36
51,0
61,61
51,47
27,63
44,0
39,45
1,41
41,36
52,10
2,43
61,10
62,35
29,23
40,3
36,66
7,45
10,20
32,2
19,70
43,29
66,0
8,46
45,70
37,58
54,11
8,49
37,68
8,49
66,39
60,11
22,45
57,46
39,63
22,21
54,8
67,10
60,28
61,20
63,20
63,4
58,43
26,55
66,48
26,5
68,61
21,23
33,34
9,4
43,10
49,43
23,64
11,25
6,67
41,26
43,22
67,17
15,26
51,41
27,68
40,2
46,5
10,12
48,62
30,19
37,18
1,15
54,46
67,5
24,56
43,27
57,6
68,17
69,15
24,14
40,33
20,2
17,22
17,9
64,58
5,15
23,16
43,29
28,5
18,8
33,52
0,4
65,14
66,64
9,0
18,17
6,65
21,13
3,64
38,45
4,57
28,61
31,13
49,21
41,27
37,20
8,48
39,50
16,37
60,44
50,7
26,44
58,57
12,35
5,36
68,55
46,70
10,6
66,53
26,13
40,24
63,54
44,24
10,0
39,55
11,67
6,55
49,27
47,57
38,8
33,9
66,57
26,40
5,9
28,47
32,30
14,39
53,70
9,25
63,4
9,28
22,0
52,44
9,13
26,6
11,68
18,9
34,23
49,24
39,35
47,24
32,28
26,7
35,58
27,9
33,30
30,20
12,50
26,66
9,46
1,28
1,4
8,50
39,34
16,25
52,31
9,16
25,62
1,66
33,20
65,7
24,54
21,43
44,22
38,61
20,32
39,0
48,34
33,62
47,30
8,58
43,57
55,3
66,56
51,29
33,43
58,5
67,62
69,14
58,52
64,52
56,34
5,0
54,24
13,54
22,9
14,29
46,19
49,57
40,31
52,9
65,53
54,21
14,26
18,48
68,41
68,9
15,49
39,15
4,67
28,69
30,9
5,31
20,29
24,63
66,66
44,11
4,58
66,25
27,11
0,15
34,8
42,70
46,58
32,0
65,57
66,64
0,22
3,27
0,61
54,8
25,66
59,67
22,11
42,12
2,15
3,68
53,67
54,38
12,11
58,63
24,60
37,33
8,46
57,45
62,31
31,51
37,20
29,12
43,17
33,56
38,39
12,2
41,26
31,60
64,65
63,53
47,27
69,26
53,69
43,67
20,46
61,62
70,24
26,30
53,5
36,29
3,21
67,65
7,9
50,65
54,69
1,23
26,4
61,27
65,21
18,44
8,54
36,55
53,6
38,58
2,57
17,63
10,13
15,12
9,63
54,70
1,52
23,55
45,10
23,15
57,12
39,31
30,18
63,51
33,0
12,1
70,9
70,25
51,31
6,56
61,40
37,19
4,32
34,40
58,61
17,49
8,11
25,40
68,19
51,9
23,59
26,52
40,63
31,44
12,63
47,36
66,64
69,38
60,27
9,58
51,20
15,14
5,2
37,47
42,21
52,21
13,40
33,33
2,64
20,13
65,42
12,25
37,34
58,53
34,48
37,31
62,42
27,69
19,41
59,19
58,27
42,24
27,61
45,16
28,50
23,57
49,31
41,8
49,43
9,60
55,29
21,50
41,35
10,6
8,38
2,20
42,6
33,1
29,49
34,37
53,63
6,53
11,33
13,9
17,60
4,68
26,66
50,36
37,51
43,37
48,64
48,42
1,31
52,14
21,65
62,68
12,61
19,12
67,59
20,32
16,15
36,26
22,61
1,43
69,13
36,7
33,52
39,59
17,2
24,32
41,7
69,64
50,41
41,58
13,53
23,21
25,14
28,7
8,40
66,0
63,17
56,47
35,30
4,23
16,23
42,2
38,62
27,65
59,28
46,21
47,41
55,14
34,9
49,55
66,53
34,34
45,63
9,19
63,45
40,54
43,5
61,24
51,19
40,18
11,40
60,18
35,32
27,29
32,50
45,23
50,25
64,35
12,27
24,62
68,1
56,25
33,29
37,70
65,14
54,65
39,40
55,67
64,48
20,35
50,64
19,20
57,58
69,7
67,8
38,4
9,5
12,17
1,17
29,20
52,63
17,39
2,49
67,13
45,3
0,62
5,40
33,16
0,35
67,48
3,64
40,3
8,27
4,2
20,11
66,48
24,41
38,56
58,46
6,50
47,62
19,59
4,35
46,54
47,52
13,42
52,47
44,9
60,38
47,55
43,27
40,28
59,24
69,22
29,43
51,34
15,65
44,52
25,65
64,44
1,24
30,31
14,4
9,36
9,34
12,0
70,31
0,32
19,3
52,66
55,58
20,3
44,10
52,60
56,12
40,70
33,22
3,39
54,60
31,61
23,32
34,5
3,19
12,16
5,49
3,3
15,37
34,19
69,17
34,64
56,23
41,4
47,25
56,39
22,13
7,70
20,10
4,49
56,70
70,39
5,58
10,64
14,0
34,62
46,1
5,66
12,52
12,16
53,46
15,1
17,54
69,24
60,64
40,4
65,30
16,12
7,34
62,30
62,32
23,53
16,58
27,56
50,3
20,34
19,37
23,45
28,26
27,1
29,68
12,18
53,1
29,32
40,1
60,2
46,62
29,34
40,69
7,37
27,55
28,57
10,37
41,5
5,60
54,2
63,6
10,22
57,9
2,38
68,22
40,42
47,46
36,4
3,67
52,61
28,1
17,9
66,45
25,54
65,57
15,14
10,41
64,14
61,55
59,18
7,27
28,42
14,6
57,62
25,5
58,62
46,5
49,54
58,29
18,18
41,58
29,57
10,10
23,21
57,56
16,38
13,60
61,21
28,57
66,47
11,60
6,5
54,41
47,31
31,15
16,42
58,54
0,47
3,65
36,70
67,43
7,6
39,24
19,23
27,43
7,6
56,13
49,66
6,34
52,47
18,27
29,65
19,68
47,34
21,49
14,28
62,42
49,49
53,12
63,45
16,37
36,13
63,31
0,10
18,58
56,25
1,15
40,68
44,41
0,12
9,63
50,46
1,9
58,37
62,2
45,51
8,42
19,22
49,54
1,67
62,53
70,16
21,18
17,1
45,26
63,13
14,13
12,29
0,50
32,37
43,20
53,14
13,8
23,24
44,6
52,48
43,13
8,65
38,21
15,67
23,31
56,17
34,25
69,56
29,48
31,60
52,6
69,55
21,68
69,11
51,9
15,8
6,59
25,17
62,7
37,2
46,68
33,57
70,31
17,62
29,59
8,8
28,14
53,21
27,35
16,32
35,19
34,7
70,6
69,59
51,22
51,68
36,24
68,23
25,11
64,53
66,42
38,45
57,14
57,68
3,29
25,8
48,67
70,17
43,23
6,41
66,6
32,68
11,37
29,31
54,15
9,70
51,48
13,34
37,32
2,2
32,4
6,3
38,29
6,29
12,55
68,9
40,25
60,13
41,48
37,28
66,6
62,17
22,28
0,68
35,23
9,6
20,29
37,37
29,22
63,17
59,4
5,66
56,53
26,20
7,21
22,23
51,66
58,41
30,33
32,39
43,20
26,34
56,28
58,22
52,13
18,35
69,60
46,43
53,9
13,1
7,20
35,68
43,60
13,55
19,32
18,40
15,45
30,67
56,28
55,67
58,51
33,14
32,62
7,11
57,49
51,50
55,16
17,22
35,48
35,51
8,27
38,30
8,60
41,15
40,39
67,58
52,33
11,54
32,41
27,37
22,1
33,50
49,21
56,57
21,0
27,58
18,67
20,48
13,11
70,58
8,65
47,4
58,23
53,70
44,7
19,70
68,5
41,63
4,61
46,52
28,7
51,41
23,27
21,0
20,63
34,60
53,14
43,1
64,51
41,27
48,41
28,41
11,23
10,3
49,5
26,15
27,21
5,67
58,50
66,39
14,20
62,57
32,65
30,9
11,0
15,27
57,25
6,22
9,44
49,9
66,42
8,21
49,34
53,46
5,62
25,34
13,15
42,35
17,32
16,52
5,10
65,62
67,69
59,28
29,40
30,8
9,53
66,19
34,53
4,51
3,10
54,70
57,5
58,2
61,9
38,32
64,20
38,46
68,49
60,69
23,6
70,44
49,58
26,35
47,53
27,59
68,14
9,42
7,12
42,26
8,27
8,43
66,40
57,22
44,52
40,64
4,3
17,70
42,37
46,1
11,52
52,4
69,15
59,42
26,47
5,4
30,10
28,29
31,18
32,43
1,54
12,27
27,38
19,49
69,56
70,49
11,23
54,59
61,2
23,0
60,5
56,28
33,29
55,22
51,70
44,23
42,52
48,40
18,68
22,24
24,1
10,60
32,52
19,32
26,49
52,6
67,13
40,63
4,19
9,20
12,68
11,23
28,42
49,69
2,27
64,6
61,45
58,62
68,61
45,31
69,24
61,11
54,4
37,26
53,12
22,50
64,21
13,2
56,22
8,68
49,65
57,70
0,2
44,70
26,41
42,55
31,9
66,70
39,8
56,50
35,33
38,53
45,38
51,12
6,2
18,25
42,50
60,55
61,22
12,47
6,18
61,22
32,63
39,8
32,27
8,12
53,39
6,13
68,5
9,12
40,65
8,64
13,66
10,38
57,46
38,29
43,52
34,18
60,27
18,21
53,34
62,8
65,65
69,42
38,0
46,40
56,45
17,27
50,66
35,16
24,36
28,9
53,30
39,1
21,66
5,55
26,0
13,3
68,56
0,13
39,26
7,3
50,25
65,66
59,65
7,66
41,70
49,51
69,36
65,44
35,0
51,28
7,60
18,0
51,69
39,36
30,67
2,67
27,33
48,62
32,52
49,69
64,68
34,30
49,56
12,26
13,60
15,65
29,64
13,51
38,45
16,67
42,36
25,22
37,5
6,9
27,28
68,38
35,48
35,23
52,13
15,32
8,44
33,64
22,22
37,66
70,68
13,50
65,31
15,28
2,2
63,34
41,70
64,24
66,20
40,36
45,70
38,52
4,6
3,26
21,9
11,32
64,43
5,21
32,68
43,22
49,54
39,43
33,62
60,3
12,3
48,17
70,45
36,34
64,38
70,64
55,16
61,56
1,69
49,7
56,49
32,37
17,27
2,41
3,18
3,30
34,37
69,44
50,4
37,44
66,36
67,44
24,66
28,5
33,25
5,64
10,41
30,39
38,29
70,64
19,38
15,41
70,16
58,63
2,47
11,38
63,9
8,49
9,52
48,68
14,57
59,5
47,64
27,38
50,4
49,57
64,49
16,1
2,56
44,3
3,30
20,24
14,10
63,46
3,0
7,52
37,24
37,20
8,20
12,65
1,25
31,3
64,69
40,56
50,32
63,9
55,41
68,26
54,21
66,58
70,61
36,10
56,1
27,53
46,57
37,34
18,15
12,32
9,43
47,54
11,37
60,36
6,3
8,38
18,45
62,55
65,68
51,34
44,63
27,53
11,57
22,45
57,28
18,5
16,13
10,27
21,51
7,25
40,9
14,20
5,69
1,21
29,25
16,4
4,25
10,37
35,12
10,36
36,30
21,41
32,54
43,35
52,21
11,31
37,51
60,0
33,20
31,7
70,0
32,66
20,70
39,0
28,32
37,28
3,58
34,15
50,10
46,27
50,22
63,5
2,0
21,35
4,35
46,37
10,17
40,53
35,52
35,14
6,69
7,63
62,50
0,63
35,33
8,43
5,69
16,64
60,47
46,41
11,47
34,1
1,48
44,54
1,4
69,32
4,47
70,61
64,67
47,68
46,32
21,54
59,22
65,5
6,65
22,65
56,55
46,54
1,13
49,68
2,54
32,16
16,57
1,57
38,19
50,18
64,3
25,47
45,28
34,6
7,50
35,32
36,25
57,19
4,69
56,18
58,11
70,48
55,35
34,53
32,4
70,57
1,20
61,68
9,65
7,20
64,2
34,68
22,31
47,36
13,40
7,51
0,50
50,29
6,20
11,31
45,0
68,21
49,54
22,1
37,24
45,9
63,20
4,54
8,12
47,18
46,51
16,25
6,20
0,20
1,56
60,66
17,27
68,44
53,52
19,7
22,5
45,56
44,5
38,0
32,32
54,44
25,61
48,7
28,41
14,28
27,20
19,1
15,40
20,38
66,64
55,54
14,59
21,2
33,24
70,20
68,58
47,2
33,38
7,25
6,25
42,28
37,40
52,33
39,49
51,17
46,36
29,15
0,63
21,3
20,30
61,65
58,9
46,65
39,17
13,28
47,10
44,54
34,29
26,60
56,12
9,58
8,3
0,27
5,14
47,33
67,31
44,29
0,59
7,66
44,8
60,16
25,25
9,52
9,12
47,33
56,58
26,38
41,47
67,34
62,23
13,8
6,64
2,13
19,62
60,36
45,60
20,60
54,18
9,27
22,30
9,57
42,24
45,29
5,35
25,12
67,19
